Quantity,Scale,Ingredient,Ingredient_cpl,Number,Unit,ID
1,,cuillère à soupe d'eau,,8,personnes,331564
125,g,beurre,,8,personnes,331564
110,g,farine,,8,personnes,331564
1,pincée,sel,,8,personnes,331564
500,g,farine,type 45,1,kg de pâte,11980
180,g,beurre tendre,,1,kg de pâte,11980
15,g,levure de boulanger,,1,kg de pâte,11980
50,g,sucre,,1,kg de pâte,11980
28,cl,lait,,1,kg de pâte,11980
10,g,sel,,1,kg de pâte,11980
2,,cuillères à soupe d'eau,,1,kg de pâte,11980
1,,oeuf,,1,kg de pâte,11980
1,,pâte feuilletée,,6,personnes,12962
5,,poires,,6,personnes,12962
70,g,sucre en poudre,,6,personnes,12962
200,g,poudre d'amandes,,6,personnes,12962
20,cl,crème fraîche liquide,,6,personnes,12962
1,,jaune d'oeuf,,6,personnes,12962
1,,cuillère à soupe d'armagnac,,6,personnes,12962
3,,oeufs,,6,personnes,31190
150,g,farine,,6,personnes,31190
100,g,sucre,,6,personnes,31190
1/2,paquet,levure,,6,personnes,31190
125,g,beurre,,6,personnes,31190
4,,bananes,ou 2 grandes,6,personnes,31190
,,Rhum,,6,personnes,31190
,,Vanille,,6,personnes,31190
500,g,fromage blanc,à 0% de matières grasses,6,personnes,13934
50,g,farine,,6,personnes,13934
40,g,sucre en poudre,(ou 30 g + 1 sachet de sucre vanillé),6,personnes,13934
3,,oeufs,,6,personnes,13934
,zeste,citron,,6,personnes,13934
1/2,cuillère à café d'extrait,vanille,,6,personnes,13934
1,cuillère à café,levure chimique,,6,personnes,13934
1,pincée,sel,,6,personnes,13934
1,,pâte brisée,,6,personnes,22951
500,g,reine-claude,,6,personnes,22951
75,g,sucre,,6,personnes,22951
2,,oeufs,,6,personnes,22951
100,g,crème fraîche,,6,personnes,22951
280,g,farine,,12,muffins,57023
1/2,sachet,levure chimique,,12,muffins,57023
1,pincée,sel,,12,muffins,57023
2,,oeufs,,12,muffins,57023
100,g,sucre en poudre,,12,muffins,57023
1,sachet,sucre vanillé,,12,muffins,57023
100,g,beurre,fondu,12,muffins,57023
10,cl,lait,,12,muffins,57023
1,,yaourt nature,,12,muffins,57023
1,petit pot,nutella,(ou autre pâte à tartiner au chocolat),12,muffins,57023
,,Beurre,et farine pour le moule,12,muffins,57023
3,,oeufs,,6,personnes,16603
125,g,noix de coco,,6,personnes,16603
400,g,lait concentré sucré,,6,personnes,16603
400,ml,lait écrémé,,6,personnes,16603
,,Caramel,,6,personnes,16603
250,g,farine,,4,personnes,16033
1,,oeuf,,4,personnes,16033
1.5,cuillère à soupe,sucre,.,4,personnes,16033
1/2,sachet,levure,,4,personnes,16033
1/2,sachet,sucre vanillé,,4,personnes,16033
1.5,cuillère à soupe,rhum,,4,personnes,16033
8,cl,lait,,4,personnes,16033
1,pincée,sel,,4,personnes,16033
75,g,beurre,fondu,4,personnes,16033
,zeste,citron,,4,personnes,16033
1,,pâte brisée,,6,personnes,11226
750,g,mirabelle,dénoyautées,6,personnes,11226
50,g,beurre,,6,personnes,11226
100,g,sucre en poudre,,6,personnes,11226
1,,oeuf,,6,personnes,11226
250,g,sucre,,8,personnes,18387
250,g,beurre,,8,personnes,18387
350,g,farine,,8,personnes,18387
4,,oeufs,,8,personnes,18387
1,,citron,,8,personnes,18387
1,cuillère à café,levure,,8,personnes,18387
200,g,farine,,6,personnes,11391
200,g,sucre,,6,personnes,11391
4,,oeufs,,6,personnes,11391
1/2,paquet,levure chimique,,6,personnes,11391
100,g,beurre,,6,personnes,11391
1,,citron,râpé (non traité),6,personnes,11391
20,morceaux,sucre,n°4,6,personnes,11391
,,Citron,,6,personnes,11391
65,g,chocolat,,5,Personnes,307908
170,g,farine,,5,Personnes,307908
2,,oeufs,,5,Personnes,307908
60,g,beurre,,5,Personnes,307908
75,g,sucre,,5,Personnes,307908
1/2,sachet,levure,,5,Personnes,307908
1,pincée,sel,,5,Personnes,307908
4,,oeufs,,6,personnes,167293
125,g,sucre,,6,personnes,167293
125,g,farine,,6,personnes,167293
1,sachet,levure chimique,,6,personnes,167293
4,,poires,(selon la taille),6,personnes,18056
150,g,farine,,6,personnes,18056
100,g,sucre en poudre,,6,personnes,18056
2,,oeufs,,6,personnes,18056
10,cl,lait,,6,personnes,18056
3,,cuillères à soupe d'huile,,6,personnes,18056
2,cuillères à café,levure chimique,,6,personnes,18056
,,Sel,,6,personnes,18056
80,g,beurre,,6,personnes,18056
1,,oeuf,,6,personnes,18056
3,cuillères à soupe,sucre en poudre,,6,personnes,18056
1,pot,yaourt,(le pot sert ensuite de mesure),6,personnes,80309
1.5,pot,yaourt,de farine,6,personnes,80309
1.5,pot,yaourt,de maïzena,6,personnes,80309
2,,oeufs,,6,personnes,80309
1,sachet,sucre vanillé,,6,personnes,80309
1,sachet,levure chimique,,6,personnes,80309
1/2,pot,yaourt,d'huile,6,personnes,80309
200,g,chocolat noir,pâtissier,6,personnes,80309
1,cuillère à café d'extrait,vanille liquide,,6,personnes,80309
1,l,lait entier,,6,personnes,37585
200,g,chocolat noir,,6,personnes,37585
100,g,sucre,ou moins,6,personnes,37585
50,g,beurre,,6,personnes,37585
40,g,farine,,6,personnes,37585
4,,pommes,golden,10,personnes,48769
150,g,sucre,,10,personnes,48769
1,sachet,sucre vanillé,,10,personnes,48769
150,g,farine,fluide,10,personnes,48769
1/2,sachet,levure,,10,personnes,48769
1,l,lait,,10,personnes,48769
6,,oeufs,,10,personnes,48769
3,cuillères à soupe,rhum,négrita,10,personnes,48769
150,g,farine,,8,personnes,11050
125,g,beurre,,8,personnes,11050
150,g,sucre en poudre,,8,personnes,11050
800,g,fruits rouges,"(groseilles, fraises, framboises, seuls ou en mélange)",8,personnes,11050
3,,oeufs,,4,personnes,59414
60,g,sucre,,4,personnes,59414
60,g,farine,,4,personnes,59414
1/2,sachet,levure chimique,,4,personnes,59414
30,g,beurre,fondu,4,personnes,59414
250,g,framboises,fraîches,4,personnes,59414
100,g,coulis framboise,,4,personnes,59414
1,cuillère à soupe,kirsch,,4,personnes,59414
20,cl,crème,entière fluide,4,personnes,59414
1,cuillère à soupe,sucre glace,,4,personnes,59414
50,g d'aman,s,effilées torréfiées,4,personnes,59414
250,g,farine,,6,personnes,22082
125,g,beurre doux,,6,personnes,22082
70,g,sucre semoule,,6,personnes,22082
2,,jaunes d'oeuf,,6,personnes,22082
5,,cl d'eau,,6,personnes,22082
1,pincée,sel,,6,personnes,22082
4,,citrons,de taille moyenne,6,personnes,22082
150,g,sucre semoule,,6,personnes,22082
3,,oeufs,,6,personnes,22082
1,cuillère à soupe,maïzena,,6,personnes,22082
2,,blancs d'oeuf,,6,personnes,22082
100,g,sucre glace,,6,personnes,22082
1/2,cuillère à café,levure chimique,,6,personnes,22082
250,g,farine,,5,personnes,81592
1,sachet,levure chimique,,5,personnes,81592
2,,oeufs,,5,personnes,81592
20,cl,lait,,5,personnes,81592
4,,pommes,,5,personnes,81592
,,Sel,,5,personnes,81592
,Huile,friture,,5,personnes,81592
2,,oeufs,,4,personnes,40932
150,g,sucre,,4,personnes,40932
150,g,beurre,,4,personnes,40932
1,verre,lait,(25 cl),4,personnes,40932
150,g,noix de coco,,4,personnes,40932
120,g,farine,,4,personnes,40932
1,paquet,levure chimique,,4,personnes,40932
125,g,sucre semoule,,4,personnes,217163
8,fruits,la passion,,4,personnes,217163
125,g,chocolat en poudre,sucré,8,personnes,53975
250,g,sucre en poudre,,8,personnes,53975
4,,oeufs,,8,personnes,53975
125,g,farine,,8,personnes,53975
200,g,crème fraîche,,8,personnes,53975
3/4,plaque,chocolat,,8,personnes,53975
,,Beurre,+ 1 cuillère à soupe de crème fraîche,8,personnes,53975
200,g,sucre glace,,8,personnes,53975
1,,blanc d'oeuf,,8,personnes,53975
,,Cookie,,8,personnes,53975
,,Chocolat,,8,personnes,53975
,rouleau,réglisse,,8,personnes,53975
250,g,mascarpone,,12,verrines,217827
4,,oeufs,,12,verrines,217827
1,pincée,sel,,12,verrines,217827
250,g,sucre roux,,12,verrines,217827
4,cuillères à soupe,sucre,blanc ou sucre roux,12,verrines,217827
500,g,framboises,décongelées,12,verrines,217827
12,,framboises,pour la décoration,12,verrines,217827
24,,biscuits cuillers,,12,verrines,217827
,Aman,s,effilées,12,verrines,217827
,Pépite,nougatine,,12,verrines,217827
12,grands verres,moutarde,,12,verrines,217827
400,g,semoule,de blé dur moyenne,6,personnes,309743
100,g,beurre,,6,personnes,309743
500,g,pâte de dattes,,6,personnes,309743
5,cuillères,café,d'eau de fleur d'oranger,6,personnes,309743
1,pincée,cannelle,,6,personnes,309743
1,pincée,sel,,6,personnes,309743
1,pot,miel,,6,personnes,309743
1,,verre d'eau,,6,personnes,309743
1,huile,friture,(facultatif),6,personnes,309743
150,g,noix,hachées finement (500 g de noix entières),6,personnes,24542
40,g,farine,,6,personnes,24542
3,,oeufs,,6,personnes,24542
150,g,sucre,,6,personnes,24542
100,g,beurre,,6,personnes,24542
1,verre,liqueur,de rhum,6,personnes,24542
1,pincée,sel,,6,personnes,24542
2,,oeufs,,6,personnes,170961
150,g,sucre en poudre,,6,personnes,170961
150,g,farine,,6,personnes,170961
5,,cl d'huile,,6,personnes,170961
125,g,mascarpone,,6,personnes,170961
1,sachet,levure chimique,,6,personnes,170961
2,,gouttes d'huile,essentielle de citron bio,6,personnes,170961
1,sachet,sucre vanillé,,6,personnes,170961
150,g,chocolat pâtissier,,6,personnes,17391
3,,oeufs,,6,personnes,17391
100,g,sucre en poudre,,6,personnes,17391
60,g,farine,,6,personnes,17391
1,cuillère à café,levure,,6,personnes,17391
80,g,beurre,,6,personnes,17391
50,g,poudre d'amandes,,6,personnes,17391
500,g,farine,,1,kougelhopf,12938
75,g,sucre,,1,kougelhopf,12938
10,g,sel,,1,kougelhopf,12938
150,g,beurre,ramolli,1,kougelhopf,12938
2,,oeufs,,1,kougelhopf,12938
20,cl,lait,"tiède (attention ! pas chaud, sinon l'action de la levure ne se fera pas)",1,kougelhopf,12938
25,g,levure,de bière (fraîche),1,kougelhopf,12938
75,g,raisins secs,,1,kougelhopf,12938
40,g d'aman,s,entières,1,kougelhopf,12938
,,Sucre glace,,1,kougelhopf,12938
4,,oeufs,,6,personnes,65657
125,g,farine,,6,personnes,65657
100,g,sucre en poudre,,6,personnes,65657
2,sachets,sucre vanillé,,6,personnes,65657
1,cuillère à café,levure chimique,,6,personnes,65657
,,Sirop,de fruits,6,personnes,65657
,,Rhum,,6,personnes,65657
200,g,mascarpone,,6,personnes,65657
450,g,fruits,(frais ou surgelés!),6,personnes,65657
2,cuillères à soupe,sucre en poudre,,6,personnes,65657
300,g,mascarpone,,6,personnes,65657
3,cuillères à café,sucre glace,,6,personnes,65657
2,cuillères à café,vanille,liquide,6,personnes,65657
430,g,farine,,10,personnes,324486
430,g,sucre,,10,personnes,324486
220,g,beurre,,10,personnes,324486
35,cl,lait,,10,personnes,324486
6,,oeufs,,10,personnes,324486
1,sachet,levure,,10,personnes,324486
,zeste,citron,,10,personnes,324486
500,g,mascarpone,,10,personnes,324486
200,g,Philadelphia,,10,personnes,324486
125,g,sucre glace,,10,personnes,324486
,,Citron,,10,personnes,324486
6,,colorants,alimentaires,10,personnes,324486
200,g,chocolat blanc,,10,personnes,324486
150,g,Philadelphia,,10,personnes,324486
350,g,cerises,dénoyautées,4,personnes,23742
50,g,cassonade,ou sucre brun,4,personnes,23742
50,g,sucre semoule,,4,personnes,23742
100,g,farine,sans grumeaux,4,personnes,23742
100,g,beurre,froid,4,personnes,23742
200,g,chocolat,,30,Pop cakes,315430
90,g,beurre,,30,Pop cakes,315430
90,g,sucre,,30,Pop cakes,315430
90,g,farine,,30,Pop cakes,315430
3,,oeufs,moyen,30,Pop cakes,315430
1/2,sachet,levure chimique,,30,Pop cakes,315430
125,g,semoule,,4,personnes,24969
1,l,lait,,4,personnes,24969
100,g,sucre,,4,personnes,24969
3,,oeufs,,4,personnes,24969
1,gousse,vanille,,4,personnes,24969
,,Beurre,,4,personnes,24969
3,,oeufs,,6,personnes,165055
75,g,sucre glace,,6,personnes,165055
250,g,mascarpone,,6,personnes,165055
300,ml,lait,,6,personnes,165055
,,Cacao,non sucré,6,personnes,165055
24,,biscuits à la cuillère,(environ),6,personnes,165055
80,g,beurre,,12,choux,15521
125,g,farine,,12,choux,15521
1/4,,l d'eau,,12,choux,15521
3,,oeufs,,12,choux,15521
1,cuillère à café,sucre,,12,choux,15521
1,pincée,sel,,12,choux,15521
1/2,l,lait,,12,choux,15521
1,sachet,sucre vanillé,,12,choux,15521
100,g,sucre,,12,choux,15521
2,,jaunes d'oeuf,+ 1 oeuf entier,12,choux,15521
50,g,farine,,12,choux,15521
1,pincée,sel,,12,choux,15521
1,,cuillère à soupe d'amaretto,(facultatif),12,choux,15521
250,g,farine,,10,crêpes,62552
50,cl,lait,,10,crêpes,62552
2,sachets,sucre vanillé,,10,crêpes,62552
50,g,beurre,et un peu + pour graisser la poêle,10,crêpes,62552
1,,yaourt,(le pot servira de mesure),6,personnes,36824
1.5,pot,sucre,,6,personnes,36824
2.5,pots,farine,,6,personnes,36824
3/4,,pot d'huile,,6,personnes,36824
3,,oeufs,,6,personnes,36824
1,sachet,levure,,6,personnes,36824
1,cuillère à café,cannelle,,6,personnes,36824
2,,pommes,"(type Canada, braeburn, boskop ou granny)",6,personnes,36824
250,,g d'eau,,35,choux,54913
150,g,farine,,35,choux,54913
20,g,sucre,,35,choux,54913
75,g,beurre,,35,choux,54913
4,,oeufs,,35,choux,54913
1,pincée,sel,,35,choux,54913
75,cl,lait,,35,choux,54913
125,g,sucre,,35,choux,54913
4,,jaunes d'oeuf,,35,choux,54913
5,,maïzena,,35,choux,54913
,,Vanille,en poudre ou en bâton,35,choux,54913
300,g,sucre,,35,choux,54913
100,g d'aman,s,effilées,35,choux,54913
100,g,sucre,,35,choux,54913
3,,pommes,(selon la grosseur),6,personnes,11457
1,,pâte brisée,,6,personnes,11457
2,,oeufs,,6,personnes,11457
25,cl,crème fraîche,,6,personnes,11457
100,g,sucre en poudre,,6,personnes,11457
1,sachet,sucre vanillé,,6,personnes,11457
250,g,farine,,30,pièces,84550
125,g,sucre en poudre,,30,pièces,84550
5,,jaunes d'oeuf,,30,pièces,84550
125,g,beurre,,30,pièces,84550
1,cuillère à soupe,lait,,30,pièces,84550
,zeste,citron,ou vanille en poudre,30,pièces,84550
1,bol,semoule,de blé fine,4,personnes,60085
1/2,bol,farine,,4,personnes,60085
1,cuillère à café,sel,,4,personnes,60085
1,sachet,levure chimique,,4,personnes,60085
2,,bols d'eau,tiède,4,personnes,60085
2,cuillères à café,levure,boulangère,4,personnes,60085
1,cuillère à café,sucre semoule,,4,personnes,60085
200,g,chocolat pâtissier,,8,personnes,18261
150,g,beurre,,8,personnes,18261
120,g,sucre en poudre,,8,personnes,18261
3,,oeufs,,8,personnes,18261
130,g,farine,,8,personnes,18261
1,cuillère à café,levure,,8,personnes,18261
1,boîte,poire,au sirop,8,personnes,18261
1,cuillère à soupe,vinaigre,,4,personnes,21068
500,g,sucre en poudre,,4,personnes,21068
12.5,,cl d'eau,,4,personnes,21068
300,g,farine,tamisée,4,personnes,17787
250,g,beurre demi-sel,,4,personnes,17787
250,g,mascarpone,,4,personnes,17787
100,g,fromage blanc,à 40 % de MG,4,personnes,17787
100,g,sucre,,4,personnes,17787
300,g,framboises,,4,personnes,17787
1,jus,citron,,4,personnes,17787
50,g,sucre glace,,4,personnes,17787
150,g,chocolat pâtissier,,4,Personnes,305185
200,g,farine,,4,Personnes,305185
75,g,beurre demi-sel,,4,Personnes,305185
25,cl,crème liquide,entière,4,Personnes,305185
100,g,sucre en poudre,,4,Personnes,305185
1,,yaourt,,4,personnes,18996
2,pots,farine,(pot de yaourt),4,personnes,18996
2,pots,maïzena,,4,personnes,18996
2,pots,sucre,(un pour un gâteau light),4,personnes,18996
1,,pot d'huile,,4,personnes,18996
3,,oeufs,,4,personnes,18996
11,g,levure,,4,personnes,18996
2,,pommes,(facultatif),4,personnes,18996
1,zeste,citron,,4,personnes,18996
80,g,beurre,,8,personnes,346266
125,g,farine,,8,personnes,346266
25,,cl d'eau,,8,personnes,346266
3,,oeufs,,8,personnes,346266
1,cuillère à café,sucre,,8,personnes,346266
1,pincée,sel,,8,personnes,346266
50,cl,lait,,8,personnes,346266
100,g,sucre,,8,personnes,346266
50,g,farine,,8,personnes,346266
2,,jaunes d'oeuf,+ 1 oeuf entier,8,personnes,346266
2,cuillères à soupe,kirsch,,8,personnes,346266
,,Fondant,,8,personnes,346266
,,Colorant,vert,8,personnes,346266
,,Vermicelles en chocolat,,8,personnes,346266
300,g,farine,tamisée,60,biscuits,80656
250,g,vergeoise,"(sucre de betterave, ou sucre roux si vous n'en avez pas)",60,biscuits,80656
100,g,beurre doux,,60,biscuits,80656
1,cuillère à café,bicarbonate,,60,biscuits,80656
,,Sel,,60,biscuits,80656
,,Cannelle,,60,biscuits,80656
,Musca,,,60,biscuits,80656
,Clou,girofle,,60,biscuits,80656
,,Anis,,60,biscuits,80656
,,Gingembre,,60,biscuits,80656
3,,oeufs,,10,personnes,33325
500,g,farine,,10,personnes,33325
250,,beurre,mou ou de bonne margarine,10,personnes,33325
250,g,sucre en poudre,,10,personnes,33325
1,zeste,citron,ou d'orange (non traité ou bio),10,personnes,33325
3,,oeufs,,4,personnes,26355
50,cl,lait,,4,personnes,26355
1,gousse,vanille,,4,personnes,26355
30,g,sucre en poudre,,4,personnes,26355
1,kg,farine,,6,personnes,11171
4,,oeufs,,6,personnes,11171
20,,cl d'eau,,6,personnes,11171
20,cl,lait,,6,personnes,11171
50,g,sucre,,6,personnes,11171
2,pincées,sel,,6,personnes,11171
100,g,levure,,6,personnes,11171
500,g,beurre,,6,personnes,11171
500,g,sucre en grain,,6,personnes,11171
4,tranches,brioche,"(un peu sèche, c'est mieux)",4,personnes,29463
2,,oeufs,,4,personnes,29463
10,cl,crème fraîche,,4,personnes,29463
1,sachet,sucre vanillé,,4,personnes,29463
20,g,beurre,,4,personnes,29463
4,cuillères à soupe,farine,,2,personnes,232293
1,cuillère à soupe,cacao,non sucré,2,personnes,232293
2,cuillères à soupe,sucre en poudre,,2,personnes,232293
1,,oeuf,,2,personnes,232293
3,cuillères à soupe,lait,,2,personnes,232293
45,g,beurre,fondu (45g),2,personnes,232293
,cuillère à café,levure chimique,,2,personnes,232293
100,g,pâte à tartiner,(type Nutella),2,personnes,232293
25,,cl d'eau,,20,profiteroles,309390
125,g,farine,,20,profiteroles,309390
60,g,beurre,,20,profiteroles,309390
1,pincée,sel,,20,profiteroles,309390
50,g,sucre,,20,profiteroles,309390
4,,oeufs,,20,profiteroles,309390
50,g,chocolat,,20,profiteroles,309390
1,filet,lait,,20,profiteroles,309390
,,Glace vanille,,20,profiteroles,309390
3,,oeufs,,6,personnes,93510
110,g,sucre en poudre,,6,personnes,93510
110,g,farine,,6,personnes,93510
35,cl,lait,,6,personnes,93510
1,cuillère à soupe,crème liquide,semie-épaisse,6,personnes,93510
30,g,beurre,,6,personnes,93510
600,g,prune,reines-claude,6,personnes,93510
125,g,sucre,,12,parts,58126
125,g,farine,,12,parts,58126
4,,jaunes d'oeuf,,12,parts,58126
4,,blancs d'oeuf,,12,parts,58126
500,g,fraises,,12,parts,58126
1,,citron,,12,parts,58126
6,feuilles,gélatine,,12,parts,58126
40,cl,crème liquide,fleurette,12,parts,58126
220,g,sucre,,12,parts,58126
1,coulis,fruits rouges,,12,parts,58126
3,feuilles,gélatine,,12,parts,58126
1,,oeuf,+ 1 jaune d'oeuf,8,personnes,10524
100,g,sucre,,8,personnes,10524
1,pincée,sel,,8,personnes,10524
125,g,beurre,mou,8,personnes,10524
200,g,farine,,8,personnes,10524
1/4,l,lait,,8,personnes,10524
,,Vanille,(extrait ou 2 gousses fendues) ou du sucre vanillé (1 sachet),8,personnes,10524
2,,jaunes d'oeuf,,8,personnes,10524
50,g,sucre,,8,personnes,10524
30,g,farine,,8,personnes,10524
1,cuillère à soupe,rhum,,8,personnes,10524
1,,oeuf,battu,8,personnes,10524
200,g,farine,,6,personnes,19101
150,g,sucre,,6,personnes,19101
4,,oeufs,,6,personnes,19101
2,paquets,sucre vanillé,,6,personnes,19101
75,cl,lait,,6,personnes,19101
20,,pruneaux,,6,personnes,19101
150,g,chocolat noir,,6,personnes,165276
12,carrés,chocolat noir,,6,personnes,165276
80,g,beurre,,6,personnes,165276
90,g,sucre en poudre,,6,personnes,165276
2,cuillères à soupe,farine,,6,personnes,165276
4,,oeufs,,6,personnes,165276
,,Sucre glace,,6,personnes,165276
2,,pâtes feuilletées,fraîches (environ 400 g),6,personnes,22978
125,g d'aman,s,en poudre,6,personnes,22978
125,g,sucre glace,,6,personnes,22978
100,g,beurre tendre,,6,personnes,22978
2,,oeufs,,6,personnes,22978
2,cuillères à soupe,rhum,,6,personnes,22978
1,cuillère à café d'arôme aman,amère,,6,personnes,22978
175,g,chocolat blanc,,6,personnes,71348
125,g,beurre,(+ une noix pour beurrer le moule),6,personnes,71348
100,g,sucre,,6,personnes,71348
100,g,farine,,6,personnes,71348
4,,oeufs,,6,personnes,71348
1,pincée,sel,,6,personnes,71348
175,g,chocolat blanc,,6,personnes,71348
10,,cl d'eau,,6,personnes,71348
90,g,sucre glace,,6,personnes,71348
250,g,farine,,20,crêpes,37131
5,,oeufs,,20,crêpes,37131
1/2,sachet,levure,,20,crêpes,37131
2,sachets,sucre vanillé,,20,crêpes,37131
1,pincée,sel,,20,crêpes,37131
1,cuillère à soupe,sucre,,20,crêpes,37131
75,cl,lait,,20,crêpes,37131
1,,cuillère à soupe d'huile,pour lier la pâte,20,crêpes,37131
2,cuillères à soupe,rhum,,20,crêpes,37131
